,CODIGO,DISTRITO,DEPARTAMENTO,MUNICIPIO,ESTABLECIMIENTO,DIRECCION,TELEFONO,SUPERVISOR,DIRECTOR,NIVEL,SECTOR,AREA,STATUS,MODALIDAD,JORNADA,PLAN
2970,01-08-9672-46,01-603,1,108,COLEGIO MIXTO BILINGUE BROOKLYN,BOULEVARD PRINCIPAL DE CIUDAD SAN CRISTOBAL ZONA 8 LOTE 15 MANZANA A SECTOR A 1,24784275,ROSA ALBELIA ARDON DE MOTTA,EMMA ELIDA VELIZ CRUZ DE URRUTIA,DIVERSIFICADO,PRIVADO,URBANA,2,MONOLINGUE,DOBLE,FIN DE SEMANA
2971,01-08-9690-46,01-409,1,108,COLEGIO CRISTIANO ELIM,3A. AVE 11 42 COLONIA EL ROSARIO ZONA 3,24370113,DELMY CONSUELO GARCIA DONIS DE GOMEZ,MARIA DEL CARMEN GONZALEZ ALVARES DE MARTINEZ,DIVERSIFICADO,PRIVADO,URBANA,1,MONOLINGUE,DOBLE,FIN DE SEMANA
2972,01-08-9770-46,01-621,1,108,CENTRO EDUCATIVO REAL ESPANA,8A. AVE 0 CALLE D 0 41 ZONA 1,24344288,MARTA LUZ BETETA ORTIZ DE JORDAN,NA,DIVERSIFICADO,PRIVADO,URBANA,1,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
2973,01-08-9786-46,01-401,1,108,CENTRO EDUCACIONAL INTERACTIVO GUATEMALTECO,"12 CALLE 9 30 ZONA 7, PARAISO I",24356141,LILIAN DINORA PEREZ LOPEZ,FREDY LOPEZ,DIVERSIFICADO,PRIVADO,URBANA,5,MONOLINGUE,DOBLE,FIN DE SEMANA
2974,01-08-9809-46,01-401,1,108,LICEO HISPANO GUATEMALTECO,"9A. CALLE 7 34, COLONIA NUEVA MONSERRAT, ZONA 3",24333690,LILIAN DINORA PEREZ LOPEZ,LUZ ORALIA HERRERA GALINDO,DIVERSIFICADO,PRIVADO,URBANA,1,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
2975,01-08-9817-46,01-603,1,108,CENTRO TECNICO VOCACIONAL WILLIAM CORNELIUS,9A. CALLE 14 55 COLONIA LOMAS DE COTIO ZONA 3,24315158,ROSA ALBELIA ARDON DE MOTTA,DORA GLADYS TORTOLA QUILO DE LOPEZ,DIVERSIFICADO,PRIVADO,URBANA,1,MONOLINGUE,DOBLE,DIARIO(REGULAR)
2976,01-08-9829-46,01-609,1,108,LICEO ELISEO LOPEZ MERIDA,"MANZANA A , LOTE 48, LOTIFICACION C 5, COLONIA HAMBURGO, LO DE COY",57162706,SILVIA HORTENSIA GONZALEZ MARTINEZ,NA,DIVERSIFICADO,PRIVADO,URBANA,1,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
2977,01-08-9847-46,01-410,1,108,LICEO CIENTIFICO MODERNO,"14 CALLE 8 14, PLANES DE MINERVA, ZONA 11",24833845,CEDWIN EUGENIO CRUZ BUCARO,NA,DIVERSIFICADO,PRIVADO,URBANA,2,MONOLINGUE,DOBLE,FIN DE SEMANA
2978,01-08-9858-46,01-609,1,108,COLEGIO SANTA MARIA DE MONTESCLAROS,4 CALLE 6 55 SAN CRISTOBAL ZONA 8,22098400,SILVIA HORTENSIA GONZALEZ MARTINEZ,MARIA DOLORES MARISCAL RODRIGUEZ,DIVERSIFICADO,PRIVADO,URBANA,1,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
2979,01-09-0006-46,01-612,1,109,CENTRO EDUCATIVO SAN PEDRO APOSTOL,3A. CALLE 1 30 ZONA 2,66297127,SILVIA MAGALY GARCIA GARCIA,PORFIRIA DE JESUS ORTEGA MARTINEZ,DIVERSIFICADO,PRIVADO,URBANA,2,MONOLINGUE,DOBLE,FIN DE SEMANA
2980,01-09-0007-46,01-612,1,109,CENTRO EDUCATIVO SAN PEDRO APOSTOL,3A. CALLE 1 30 ZONA 2,66297127,SILVIA MAGALY GARCIA GARCIA,POFIRIA DE JESUS ORTEGA MARTINEZ,DIVERSIFICADO,PRIVADO,URBANA,2,MONOLINGUE,DOBLE,FIN DE SEMANA
2981,01-09-0022-46,01-612,1,109,LICEO INTEGRAL SAMPEDRANO,"7A. CALLE 6 18, ZONA 3",66296659,SILVIA MAGALY GARCIA GARCIA,OLIMPIA NOEMI COLOMA FLORES DE HERNANDEZ,DIVERSIFICADO,PRIVADO,URBANA,1,MONOLINGUE,DOBLE,FIN DE SEMANA
2982,01-09-0034-46,01-612,1,109,LICEO INTEGRAL SAMPEDRANO,7A.CALLE 6 18 ZONA 3,66452911,SILVIA MAGALY GARCIA GARCIA,OLIMPIA NOEMI COLOMA FLORES DE HERNANDEZ,DIVERSIFICADO,PRIVADO,URBANA,1,BILINGUE,VESPERTINA,DIARIO(REGULAR)
2983,01-09-0042-46,01-603,1,109,COLEGIO MIXTO MONTE REAL,LOTE 18 KM 22.5 CARRETERA A SAN PEDRO SACATEPEQUEZ,47115341,ROSA ALBELIA ARDON DE MOTTA,MARIA EUGENIA BRAN RAMIREZ,DIVERSIFICADO,PRIVADO,RURAL,1,MONOLINGUE,DOBLE,FIN DE SEMANA
2984,01-09-8028-46,01-612,1,109,INSTITUTO TECNICO PROFESIONAL EN COMPUTACION LUIS CARDOZA Y ARAGON,"LOTE NO. 06, CALLEJON AGUAS CALIENTES, 6A. CALLE FINAL ZONA 3",66296963,SILVIA MAGALY GARCIA GARCIA,JULIO CESAR ALEJANDRO LOPEZ,DIVERSIFICADO,PRIVADO,URBANA,1,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
2985,01-09-8029-46,0,1,109,INSTITUTO TECNICO PROFESIONAL EN COMPUTACION LUIS CARDOZA Y ARAGON,6A. AVE A 9 17 ZONA 2,0,NA,NA,DIVERSIFICADO,PRIVADO,URBANA,2,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
2986,01-09-8034-46,01-612,1,109,INSTITUTO TECNICO PROFESIONAL EN COMPUTACION LUIS CARDOZA Y ARAGON,"LOTE NO. 06, CALLEJON AGUAS CALIENTES, 6A. CALLE FINAL ZONA 3",66296963,SILVIA MAGALY GARCIA GARCIA,JULIO CESAR ALEJANDRO LOPEZ,DIVERSIFICADO,PRIVADO,URBANA,1,MONOLINGUE,DOBLE,FIN DE SEMANA
2987,01-09-8779-46,01-408,1,109,INSTITUTO TECNICO PROFESIONAL EN COMPUTACION LUIS CARDOZA Y ARAGON,6A. AVE A 9 17 ZONA 2,66296091,MANUEL MARIA CANO CASTRO,NA,DIVERSIFICADO,PRIVADO,URBANA,2,MONOLINGUE,NOCTURNA,DIARIO(REGULAR)
2988,01-09-9061-46,01-612,1,109,LICEO INTEGRAL SAMPEDRANO,7A. CALLE 6 18 ZONA 3,66452911,SILVIA MAGALY GARCIA GARCIA,OLIMPIA NOEMI COLOMA FLORES DE HERNANDEZ,DIVERSIFICADO,PRIVADO,URBANA,1,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
2989,01-09-9079-46,01-612,1,109,LICEO INTEGRAL SAMPEDRANO,7A. CALLE 6 18 ZONA 3,66452911,SILVIA MAGALY GARCIA GARCIA,OLIMPIA NOEMI COLOMA FLORES DE HERNANDEZ,DIVERSIFICADO,PRIVADO,URBANA,1,MONOLINGUE,DOBLE,FIN DE SEMANA
2990,01-09-9384-46,01-612,1,109,INSTITUTO TECNICO PROFESIONAL EN COMPUTACION LUIS CARDOZA Y ARAGON,6A. AVE A 9 17 ZONA 2,66296091,SILVIA MAGALY GARCIA GARCIA,NA,DIVERSIFICADO,PRIVADO,URBANA,2,MONOLINGUE,DOBLE,DIARIO(REGULAR)
2991,01-10-0010-46,01-610,1,110,COLEGIO DE INTELIGENCIAS MULTIPLES,"7A. AVE 4 11, ZONA 2",66303583,LESBIA MARICELA COTZOJAY PATZAN,CESAR ARMANDO CABRERA GARCIA,DIVERSIFICADO,PRIVADO,URBANA,1,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
2992,01-10-0075-46,01-410,1,110,COLEGIO CRISTIANO SECRETARIAL LA LUZ,"LOTE 3 MANZANA M, LINDA VISTA I, CIUDAD QUETZAL",66591440-42530931,CEDWIN EUGENIO CRUZ BUCARO,MARCO ANTONIO DIVAS ORTIRZ,DIVERSIFICADO,PRIVADO,RURAL,1,MONOLINGUE,DOBLE,FIN DE SEMANA
2993,01-10-0078-46,01-611,1,110,COLEGIO INTELIGENCIAS MULTIPLES,"7A. AVE 4 11, ZONA 2",66303583,IXMUCANE ALDANA VILLAVICENCIO,CESAR ARMANDO CABRERA GARCIA,DIVERSIFICADO,PRIVADO,URBANA,1,MONOLINGUE,DOBLE,FIN DE SEMANA
2994,01-10-0084-46,01-410,1,110,COLEGIO MIXTO JARDINES DE SAN GABRIEL,"SECTOR B, CASAS 7 Y 8, CONDOMINIO JARDINES DE SAN GABRIEL",0,CEDWIN EUGENIO CRUZ BUCARO,ZABRINA LYZETH BELTRAN PEREZ,DIVERSIFICADO,PRIVADO,URBANA,1,MONOLINGUE,DOBLE,FIN DE SEMANA
2995,01-10-0087-46,01-636,1,110,LICEO CRISTIANO FUENTES DE LUZ,"MANZANA 41, LOTE 26 Y 27, SECTOR LAS FUENTES, CIUDAD QUETZAL",42673817,MARIO ALEJANDRO NAJARRO GARCIA SALAS,ANTONIA MENENDEZ BARRERA,DIVERSIFICADO,PRIVADO,URBANA,1,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
2996,01-10-0093-46,01-636,1,110,COLEGIO CRISTIANO SECRETARIAL LA LUZ,"LOTE 3 MANZANA M, LINDA VISTA 1, CIUDAD QUETZAL",41737210,MARIO ALEJANDRO NAJARRO GARCIA SALAS,HELEODORO AGUSTIN BAUTISTA LOPEZ,DIVERSIFICADO,PRIVADO,URBANA,1,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
2997,01-10-0094-46,01-611,1,110,COLEGIO MIXTO MONTE EVEREST II,MANZANA 3B LOTE 1 Y 2 VILLAS DEL QUETZAL,53535658,IXMUCANE ALDANA VILLAVICENCIO,BARBARA VICTORIANA GALLARDO PEREZ DE GALLEGOS,DIVERSIFICADO,PRIVADO,RURAL,2,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
2998,01-10-0101-46,01-611,1,110,COLEGIO MIXTO ESFUERZO ESTUDIANTIL,"SECTOR 3 387 C, ALDEA CRUZ BLANCA",66302153,IXMUCANE ALDANA VILLAVICENCIO,HECTOR ANTONIO CHET PIRIR,DIVERSIFICADO,PRIVADO,RURAL,2,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
2999,01-10-0114-46,01-636,1,110,COLEGIO DE COMPUTACION CEI-PC,LOTE 19 MANZANA A COLONIA LINDA VISTA I,52159572,MARIO ALEJANDRO NAJARRO GARCIA SALAS,JOSE DOMINGO PEREZ MESIAS,DIVERSIFICADO,PRIVADO,RURAL,1,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
3000,01-10-0117-46,01-636,1,110,COLEGIO DE COMPUTACION CEI-PC VILLAS,"LOTE 14 MANZANA 61 COLONIA VILLAS DEL QUETZAL, CIUDAD QUETZAL",34022767,MARIO ALEJANDRO NAJARRO GARCIA SALAS,ANGELICA MARINA AREVALO CERON,DIVERSIFICADO,PRIVADO,RURAL,1,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
3001,01-10-0121-46,01-605,1,110,COLEGIO MIXTO SAN GABRIEL II,LOTE 52 MANZANA A SECTOR I MARGARITAS 3 CARRETERA A CIUDAD QUETZAL,40065242,EVERILDA HERNANDEZ MARROQUIN DE LORENZANA,SILVIA DORELIA CASTILLO RUIZ,DIVERSIFICADO,PRIVADO,URBANA,2,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
3002,01-10-0123-46,01-605,1,110,COLEGIO MIXTO SAN GABRIEL II,LOTE 52 MANZANA A SECTOR I MARGARITAS 3 CARRETERA A CIUDAD QUETZAL,40065242,EVERILDA HERNANDEZ MARROQUIN DE LORENZANA,ANTILIO GARCIA,DIVERSIFICADO,PRIVADO,URBANA,2,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
3003,01-10-0126-46,01-636,1,110,COLEGIO CRISTIANO EVANGELICO EFESO,LOTE 16 MANZANA 22 COLONIA LA TRINIDAD,55758225,MARIO ALEJANDRO NAJARRO GARCIA SALAS,HEISSEL MARIA MELENDEZ ROCA,DIVERSIFICADO,PRIVADO,RURAL,1,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
3004,01-10-0130-46,01-636,1,110,CENTRO EDUCATIVO INTEGRAL MI MUNDO,MANZANA M CASAS 4 Y 5 LINDA VISTA I,50983385,MARIO ALEJANDRO NAJARRO GARCIA SALAS,AGUSTIN SIRIN QUINAC,DIVERSIFICADO,PRIVADO,RURAL,1,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
3005,01-10-0133-46,01-410,1,110,CENTRO EDUCATIVO INTEGRAL MI MUNDO,MANZANA M CASAS 4 Y 5 LINDA VISTA I,40689568,CEDWIN EUGENIO CRUZ BUCARO,AGUSTIN SIRIN QUINAC,DIVERSIFICADO,PRIVADO,RURAL,2,MONOLINGUE,DOBLE,FIN DE SEMANA
3006,01-10-0135-46,01-636,1,110,LICEO MIXTO YOSHUA (JESUS SALVADOR),LOTE 93 COLONIA VILLA JUAREZ I LO DE CARRANZA,55104398,MARIO ALEJANDRO NAJARRO GARCIA SALAS,OSEAS UZIEL VELASQUEZ GARRIDO,DIVERSIFICADO,PRIVADO,RURAL,1,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
3007,01-10-0136-46,01-410,1,110,CENTRO DE COMPUTACION CEI-PC,LOTE 19 MANZANA A LINDA VISTA I CIUDAD QUETZAL,52159572,CEDWIN EUGENIO CRUZ BUCARO,JOSE LUIS VEGA GUEVARA,DIVERSIFICADO,PRIVADO,RURAL,1,MONOLINGUE,DOBLE,FIN DE SEMANA
3008,01-10-0139-46,01-410,1,110,COLEGIO MIXTO JARDINES DE SAN GABRIEL,"SECTOR B, CASAS 7 Y 8, CONDOMINIO JARDINES DE SAN GABRIEL",40065642,CEDWIN EUGENIO CRUZ BUCARO,MADELINE LORENA SANDOVAL,DIVERSIFICADO,PRIVADO,URBANA,1,MONOLINGUE,DOBLE,FIN DE SEMANA
3009,01-10-0147-46,01-410,1,110,COLEGIO CRISTIANO NUEVO BERSHEBA,LOTE 25 MANZANA J RESIDENCIALES EL QUETZAL,55588185,CEDWIN EUGENIO CRUZ BUCARO,AGLA ALEJANDRINA CARDONA BARRIENTOS,DIVERSIFICADO,PRIVADO,URBANA,2,MONOLINGUE,DOBLE,FIN DE SEMANA
3010,01-10-0152-46,01-636,1,110,COLEGIO INTEGRAL TECNOLOGICO CIENTIFICO CITEC,LOTE 11 MANZANA H SECTOR 3 B COLONIA EL EDEN,48429717,MARIO ALEJANDRO NAJARRO GARCIA SALAS,MIRIAM REBECA BARRIENTOS GONZALEZ,DIVERSIFICADO,PRIVADO,URBANA,1,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
3011,01-10-0153-46,01-410,1,110,COLEGIO INTEGRAL TECNOLOGICO CIENTIFICO CITEC,LOTE 11 MANZANA H SECTOR 3 B COLONIA EL EDEN,48429717,CEDWIN EUGENIO CRUZ BUCARO,OSCAR RODOLFO GARZA GARCIA,DIVERSIFICADO,PRIVADO,URBANA,1,MONOLINGUE,DOBLE,FIN DE SEMANA
3012,01-10-0154-46,01-410,1,110,COLEGIO INTEGRAL TECNOLOGICO CIENTIFICO CITEC,LOTE 11 MANZANA H SECTOR 3 B COLONIA EL EDEN,48429717,CEDWIN EUGENIO CRUZ BUCARO,OSCAR RODOLFO GARZA GARCIA,DIVERSIFICADO,PRIVADO,URBANA,1,MONOLINGUE,DOBLE,FIN DE SEMANA
3013,01-10-0157-46,01-636,1,110,COLEGIO INTEGRAL TECNOLOGICO CIENTIFICO CITEC,LOTE 11 MANZANA H SECTOR 3 B COLONIA EL EDEN,45256867,MARIO ALEJANDRO NAJARRO GARCIA SALAS,MIRIAM REBECA BARRIENTOS GONZALEZ,DIVERSIFICADO,PRIVADO,URBANA,1,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
3014,01-10-0166-46,01-636,1,110,LICEO MIXTO EN COMPUTACION CIUDAD QUETZAL,LOTE 18 MANZANA 1 CIUDAD QUETZAL,46489386,MARIO ALEJANDRO NAJARRO GARCIA SALAS,EDAGAR GEOVANY PEREZ YAX,DIVERSIFICADO,PRIVADO,RURAL,1,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
3015,01-10-0167-46,01-636,1,110,LICEO MIXTO EN COMPUTACION CIUDAD QUETZAL,"LOTE 18, MANZANA 1 CIUDAD QUETZAL",43995267,MARIO ALEJANDRO NAJARRO GARCIA SALAS,CARLOS AUGUSTO VASQUEZ,DIVERSIFICADO,PRIVADO,RURAL,1,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
3016,01-10-0169-46,01-636,1,110,COLEGIO MIXTO JARDINES DE SAN GABRIEL,"CASAS 6,7,8, Y 9 CONDOMINIO JARDINES DE SAN GABRIEL CARRETERA A CIUDAD QUETZAL",40065642,MARIO ALEJANDRO NAJARRO GARCIA SALAS,MADELINE LORENA SANDOVAL LOPEZ,DIVERSIFICADO,PRIVADO,URBANA,1,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
3017,01-10-0180-46,01-610,1,110,COLEGIO TEMATICO INTEGRAL,8A. AVE 3 07 ZONA 2,66302046,LESBIA MARICELA COTZOJAY PATZAN,SHERLIN ANGELICA GARCIA PEREZ,DIVERSIFICADO,PRIVADO,URBANA,2,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
3018,01-10-0185-46,01-410,1,110,COLEGIO CRISTIANO SECRETARIAL LA LUZ,LOTE 3 MANZANA M COLONIA LINDA VISTA 1 CIUDAD QUETZAL,41737210,CEDWIN EUGENIO CRUZ BUCARO,LILIAN MARIBEL BOR,DIVERSIFICADO,PRIVADO,RURAL,1,MONOLINGUE,DOBLE,FIN DE SEMANA
3019,01-10-0186-46,01-410,1,110,COLEGIO CRISTIANO SECRETARIAL LA LUZ,LOTE 3 MANZANA M COLONIA LINDA VISTA 1 CIUDAD QUETZAL,41737210,CEDWIN EUGENIO CRUZ BUCARO,LILIAN MARIBEL BOR,DIVERSIFICADO,PRIVADO,RURAL,1,MONOLINGUE,DOBLE,FIN DE SEMANA
3020,01-10-0188-46,01-410,1,110,COLEGIO LICEO TECNOLOGICO CIUDAD QUETZAL,"LOTE 18 MANZANA 1 COLONIA CIUDAD QUETZAL Y LOTES CONTIGUOS 1, 2 Y 3 MANZANA A DE LA COLONIA PORTAL DEL QUETZAL",43995267,CEDWIN EUGENIO CRUZ BUCARO,HELIODORO AGUSTIN BAUTISTA LOPEZ,DIVERSIFICADO,PRIVADO,RURAL,1,MONOLINGUE,DOBLE,FIN DE SEMANA
3021,01-10-0189-46,01-410,1,110,COLEGIO LICEO TECNOLOGICO CIUDAD QUETZAL,"LOTE 18 MANZANA 1 COLONIA CIUDAD QUETZAL Y LOTES CONTIGUOS 1, 2 Y 3 MANZANA A DE LA COLONIA PORTAL DEL QUETZAL",43995267,CEDWIN EUGENIO CRUZ BUCARO,HELIODORO AGUSTIN BAUTISTA LOPEZ,DIVERSIFICADO,PRIVADO,RURAL,1,MONOLINGUE,DOBLE,FIN DE SEMANA
3022,01-10-0197-46,01-636,1,110,COLEGIO CRISTIANO ENSENADA DEL QUETZAL,"KILOMETRO 26.5 CARRETERA A SAN RAYMUNDO, RESIDENCIALES ENSENADA DEL QUETZAL",34596724,MARIO ALEJANDRO NAJARRO GARCIA SALAS,MAYRA YANETH PINEDA SANCHEZ,DIVERSIFICADO,PRIVADO,RURAL,1,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
3023,01-10-0198-46,01-622,1,110,CENTRO EDUCATIVO OPORTUNIDAD PARA LOS NINOS Y EL ARTESANO 3000 (KINDERCHANCE Y HANDWERK 3000),"CALLE DE LA ESCUELA POLITECNICA, LOTE NO. 55 ALDEA LA COMUNIDAD DE RUIZ",66303915,CRISTOBAL DE JESUS SANTIZO ROSALES,LILIANA DEL ROSARIO ALVAREZ DE GARCIA,DIVERSIFICADO,PRIVADO,RURAL,1,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
3024,01-10-0200-46,01-410,1,110,COLEGIO INTEGRAL TECNOLOGICO CIENTIFICO CITEC,LOTE 11 MANZANA H SECTOR 3 B COLONIA EL EDEN,48429717,CEDWIN EUGENIO CRUZ BUCARO,OSCAR RODOLFO GARZA GARCIA,DIVERSIFICADO,PRIVADO,URBANA,1,MONOLINGUE,DOBLE,FIN DE SEMANA
3025,01-10-0202-46,01-610,1,110,COLEGIO MIXTO MARIANO TOTUS TUUS,9A. AVE 7 07 ZONA 1,66303803,LESBIA MARICELA COTZOJAY PATZAN,MARIA ELENA ALQUIJAY PIRIR,DIVERSIFICADO,PRIVADO,URBANA,1,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
3026,01-10-0203-46,01-610,1,110,COLEGIO MIXTO MARIANO  TOTUS TUUS ,9A. AVE 7 07 ZONA 1,66303803,LESBIA MARICELA COTZOJAY PATZAN,MARIA ELENA ALQUIJAY PIRIR,DIVERSIFICADO,PRIVADO,URBANA,1,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
3027,01-10-0212-46,01-639,1,110,CENTRO EDUCATIVO ESTUARDO NOVELLA CAMACHO - CENCA,"FINCA SAN GABRIEL BUENA VISTA, SAN ANTONIO LAS TROJES.",56326233,ANDREA VANESSA ALDANA VILLAGRAN DE CASTRO,CHRISTIE SANDY CRUZ ORTILZ,DIVERSIFICADO,PRIVADO,RURAL,1,MONOLINGUE,DOBLE,FIN DE SEMANA
3028,01-10-0216-46,01-622,1,110,LICEO INTERCULTURAL MONTUFAR,"DIAS DEL CAMPO, KILOMETRO 42.5 CARRETERA PRINCIPAL, ALDEA MONTUFAR",53456740,CRISTOBAL DE JESUS SANTIZO ROSALES,JOSUE EMANUEL PATZAN TOXCON,DIVERSIFICADO,PRIVADO,RURAL,1,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
3029,01-10-0217-46,01-610,1,110,COLEGIO INTELIGENCIAS MULTIPLES,7A. AVE 7 13 ZONA 1,66303583,LESBIA MARICELA COTZOJAY PATZAN,CESAR ARMANDO CABRERA GARCIA,DIVERSIFICADO,PRIVADO,URBANA,1,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
3030,01-10-0219-46,01-636,1,110,COLEGIO CRISTIANO MACEDONIA,"GRANJA ALEJANDRA LOTE 3, ENTRADA A LO DE MEJIA, CIUDAD QUETZAL",57241684,MARIO ALEJANDRO NAJARRO GARCIA SALAS,ANGELA EUGENIA CALLEJAS PAREDES DE ROJAS,DIVERSIFICADO,PRIVADO,RURAL,1,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
3031,01-10-0220-46,01-611,1,110,COLEGIO INTELIGENCIAS MULTIPLES,7A. AVE 7 13 ZONA 1,66303583,IXMUCANE ALDANA VILLAVICENCIO,CESAR ARMANDO CABRERA GARCIA,DIVERSIFICADO,PRIVADO,URBANA,1,MONOLINGUE,MATUTINA,FIN DE SEMANA
3032,01-10-0228-46,01-611,1,110,COLEGIO INTELIGENCIAS MULTIPLES,7A. AVE 7 13 ZONA 1,66303583,IXMUCANE ALDANA VILLAVICENCIO,CESAR ARMANDO CABRERA GARCIA,DIVERSIFICADO,PRIVADO,URBANA,1,MONOLINGUE,MATUTINA,FIN DE SEMANA
3033,01-10-0232-46,01-410,1,110,COLEGIO MIXTO EL BUEN PASTOR,LOTE 36 Y 37 CALLE EL JOCOTILLO LO DE CARRANZA,47619570,CEDWIN EUGENIO CRUZ BUCARO,DELIA ESPERANZA BAJXAC GARCIA,DIVERSIFICADO,PRIVADO,RURAL,1,MONOLINGUE,DOBLE,FIN DE SEMANA
3034,01-10-0238-46,01-622,1,110,CENTRO EDUCATIVO PROFESIONAL INTEGRAL,"KILOMETRO 36.5, LOTE 12 ALDEA COMUNIDAD DE RUIZ",47395508,CRISTOBAL DE JESUS SANTIZO ROSALES,NANCY KARINA BAC GUAT,DIVERSIFICADO,PRIVADO,RURAL,1,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
3035,01-10-0244-46,01-636,1,110,COLEGIO BILINGUE BETHEL,LOTE 25 MANZANA J RESIDENCIALES EL QUETZAL,55588185,MARIO ALEJANDRO NAJARRO GARCIA SALAS,JOESSELLINE HAYDEE MUNOZ MAYEN,DIVERSIFICADO,PRIVADO,URBANA,1,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
3036,01-10-2672-46,0,1,110,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA CENTRO CULTURAL ABC,2A.CALLE 7 08 ZONA 2,0,NA,NA,DIVERSIFICADO,PRIVADO,URBANA,2,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
3037,01-10-2915-46,01-636,1,110,COLEGIO NUEVOS HORIZONTES II,MANZANA 1 LOTE 16 LA TRINIDAD CIUDAD QUETZAL,40415308,MARIO ALEJANDRO NAJARRO GARCIA SALAS,NA,DIVERSIFICADO,PRIVADO,RURAL,1,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
3038,01-10-7345-46,01-401,1,110,COLEGIO PRIVADO VALLE DEL QUETZAL,LOTE 19 MANZANA D SECTOR II; COLONIA VILLA VERDE CIUDAD QUETZAL,66391458,LILIAN DINORA PEREZ LOPEZ,NA,DIVERSIFICADO,PRIVADO,RURAL,2,MONOLINGUE,MATUTINA,FIN DE SEMANA
3039,01-10-7378-46,01-636,1,110,COLEGIO CRISTIANO LA ESTRELLA,CASERIO SANJUANERITOS COLONIA GRANJA LA ESTRELLA,58567861,MARIO ALEJANDRO NAJARRO GARCIA SALAS,MIRNA SUSANACATALAN DE GUEVARA,DIVERSIFICADO,PRIVADO,RURAL,1,MONOLINGUE,VESPERTINA,DIARIO(REGULAR)
3040,01-10-7539-46,01-610,1,110,COLEGIO MIXTO ATENAS,7A. AVE. 7 13 ZONA 1,41346708,LESBIA MARICELA COTZOJAY PATZAN,VERONICA UBEDO CARRILLO,DIVERSIFICADO,PRIVADO,URBANA,1,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
3041,01-10-7978-46,01-610,1,110,LICEO MIXTO YOSHUA (JESUS SALVADOR),LOTE 93 COLONIA VILLA JUAREZ I LO DE CARRANZA,0,LESBIA MARICELA COTZOJAY PATZAN,NA,DIVERSIFICADO,PRIVADO,RURAL,2,MONOLINGUE,VESPERTINA,FIN DE SEMANA
3042,01-10-8250-46,0,1,110,COLEGIO MIXTO LA FE DE MARIA (POR MADUREZ),LOTE 19 MANZANA A COLONIA LINDA VISTA I,52025056,NA,NA,DIVERSIFICADO,PRIVADO,RURAL,2,MONOLINGUE,DOBLE,FIN DE SEMANA
3043,01-10-8313-46,01-636,1,110,COLEGIO DE COMPUTACION C.E.I.-P.C.,"LOTE 19, MANZANA A, LINDA VISTA I",52159572,MARIO ALEJANDRO NAJARRO GARCIA SALAS,NA,DIVERSIFICADO,PRIVADO,URBANA,1,MONOLINGUE,MATUTINA,DIARIO(REGULAR)
3044,01-10-8717-46,01-401,1,110,CENTRO EDUCATIVO UTZILAL,MANZANA D LOTE 15 SECTOR I VILLA VERDE,58088939,LILIAN DINORA PEREZ LOPEZ,NA,DIVERSIFICADO,PRIVADO,RURAL,5,MONOLINGUE,MATUTINA,FIN DE SEMANA
